Year,Ref,Team,Actual Score,Predicted Score
2001,Dan Marouelli,Toronto Maple Leafs,2,3.0041122399612963
2001,Rob Shick,Toronto Maple Leafs,2,3.0041122399612963
2001,Kevin Pollock,Carolina Hurricanes,4,2.666802344513188
2001,Paul Devorski,Carolina Hurricanes,4,2.666802344513188
2001,Kevin Pollock,Toronto Maple Leafs,1,2.844042056074766
2001,Paul Devorski,Toronto Maple Leafs,1,2.844042056074766
2001,Don Koharski,Carolina Hurricanes,4,2.692307692307692
2001,Michael McGeough,Carolina Hurricanes,4,2.692307692307692
2001,Don Koharski,Toronto Maple Leafs,1,2.7466546112115733
2001,Michael McGeough,Toronto Maple Leafs,1,2.7466546112115733
2001,Bill McCreary,Carolina Hurricanes,4,2.8909420289855072
2001,Stephen Walkom,Carolina Hurricanes,4,2.8909420289855072
2001,Bill McCreary,Toronto Maple Leafs,0,2.9076576576576576
2001,Stephen Walkom,Toronto Maple Leafs,0,2.9076576576576576
2001,Kerry Fraser,Carolina Hurricanes,4,2.503415300546448
2001,Rob Shick,Carolina Hurricanes,4,2.503415300546448
2001,Kerry Fraser,Toronto Maple Leafs,1,2.886996336996337
2001,Rob Shick,Toronto Maple Leafs,1,2.886996336996337
2001,Dan Marouelli,Carolina Hurricanes,4,2.758143685854529
2001,Paul Devorski,Carolina Hurricanes,4,2.758143685854529
2001,Dan Marouelli,Toronto Maple Leafs,1,2.890330188679245
2001,Paul Devorski,Toronto Maple Leafs,1,2.890330188679245
2001,Don Koharski,Colorado Avalanche,4,3.037602820211516
2001,Michael McGeough,Colorado Avalanche,4,3.037602820211516
2001,Don Koharski,Detroit Red Wings,5,3.1881827209533267
2001,Michael McGeough,Detroit Red Wings,5,3.1881827209533267
2001,Bill McCreary,Colorado Avalanche,4,2.8551282051282048
2001,Stephen Walkom,Colorado Avalanche,4,2.8551282051282048
2001,Bill McCreary,Detroit Red Wings,3,3.2079181255049827
2001,Stephen Walkom,Detroit Red Wings,3,3.2079181255049827
2001,Kerry Fraser,Colorado Avalanche,4,3.072619047619048
2001,Rob Shick,Colorado Avalanche,4,3.072619047619048
2001,Kerry Fraser,Detroit Red Wings,2,3.45
2001,Rob Shick,Detroit Red Wings,2,3.45
2001,Dan Marouelli,Colorado Avalanche,4,3.0556020066889635
2001,Paul Devorski,Colorado Avalanche,4,3.0556020066889635
2001,Dan Marouelli,Detroit Red Wings,2,3.233622620380739
2001,Paul Devorski,Detroit Red Wings,2,3.233622620380739
2001,Don Koharski,Colorado Avalanche,4,2.8236103467253715
2001,Kevin Pollock,Colorado Avalanche,4,2.8236103467253715
2001,Don Koharski,Detroit Red Wings,1,3.018483709273183
2001,Kevin Pollock,Detroit Red Wings,1,3.018483709273183
2001,Kerry Fraser,Colorado Avalanche,4,3.027747252747252
2001,Stephen Walkom,Colorado Avalanche,4,3.027747252747252
2001,Kerry Fraser,Detroit Red Wings,2,3.319620253164557
2001,Stephen Walkom,Detroit Red Wings,2,3.319620253164557
2001,Bill McCreary,Colorado Avalanche,4,2.8731884057971016
2001,Don Koharski,Colorado Avalanche,4,2.8731884057971016
2001,Bill McCreary,Detroit Red Wings,7,3.2698768197088466
2001,Don Koharski,Detroit Red Wings,7,3.2698768197088466
2001,Bill McCreary,Carolina Hurricanes,4,2.8909420289855072
2001,Stephen Walkom,Carolina Hurricanes,4,2.8909420289855072
2001,Bill McCreary,Detroit Red Wings,2,3.2079181255049827
2001,Stephen Walkom,Detroit Red Wings,2,3.2079181255049827
2001,Don Koharski,Carolina Hurricanes,4,2.6990268767377197
2001,Paul Devorski,Carolina Hurricanes,4,2.6990268767377197
2001,Don Koharski,Detroit Red Wings,3,3.200727883538634
2001,Paul Devorski,Detroit Red Wings,3,3.200727883538634
2001,Bill McCreary,Carolina Hurricanes,4,2.8909420289855072
2001,Stephen Walkom,Carolina Hurricanes,4,2.8909420289855072
2001,Bill McCreary,Detroit Red Wings,3,3.2079181255049827
2001,Stephen Walkom,Detroit Red Wings,3,3.2079181255049827
2001,Don Koharski,Carolina Hurricanes,4,2.6990268767377197
2001,Paul Devorski,Carolina Hurricanes,4,2.6990268767377197
2001,Don Koharski,Detroit Red Wings,3,3.200727883538634
2001,Paul Devorski,Detroit Red Wings,3,3.200727883538634
2001,Bill McCreary,Carolina Hurricanes,4,2.8909420289855072
2001,Stephen Walkom,Carolina Hurricanes,4,2.8909420289855072
2001,Bill McCreary,Detroit Red Wings,3,3.2079181255049827
2001,Stephen Walkom,Detroit Red Wings,3,3.2079181255049827
2002,Bill McCreary,New York Islanders,4,2.366341991341992
2002,Marc Joannette,New York Islanders,4,2.366341991341992
2002,Bill McCreary,Ottawa Senators,0,3.0196041822255415
2002,Marc Joannette,Ottawa Senators,0,3.0196041822255415
2002,Michael McGeough,New York Islanders,4,2.433896330809552
2002,Paul Devorski,New York Islanders,4,2.433896330809552
2002,Michael McGeough,Ottawa Senators,3,2.7147832817337463
2002,Paul Devorski,Ottawa Senators,3,2.7147832817337463
2002,Chris Rooney,New York Islanders,4,2.6312051649928265
2002,Kerry Fraser,New York Islanders,4,2.6312051649928265
2002,Chris Rooney,Ottawa Senators,3,2.9413527397260273
2002,Kerry Fraser,Ottawa Senators,3,2.9413527397260273
2002,Bill McCreary,New York Islanders,4,2.529275808936826
2002,Dennis LaRue,New York Islanders,4,2.529275808936826
2002,Bill McCreary,Ottawa Senators,3,3.0263349514563105
2002,Dennis LaRue,Ottawa Senators,3,3.0263349514563105
2002,Dan Marouelli,New York Islanders,4,2.7874125874125872
2002,Kelly Sutherland,New York Islanders,4,2.7874125874125872
2002,Dan Marouelli,Ottawa Senators,4,2.824415036440353
2002,Kelly Sutherland,Ottawa Senators,4,2.824415036440353
2002,Kelly Sutherland,Boston Bruins,4,2.8475106685633005
2002,Kerry Fraser,Boston Bruins,4,2.8475106685633005
2002,Kelly Sutherland,New Jersey Devils,2,2.652343186733958
2002,Kerry Fraser,New Jersey Devils,2,2.652343186733958
2002,Brad Watson,Boston Bruins,4,3.002615518744551
2002,Kevin Pollock,Boston Bruins,4,3.002615518744551
2002,Brad Watson,New Jersey Devils,4,2.435026868588178
2002,Kevin Pollock,New Jersey Devils,4,2.435026868588178
2002,Bill McCreary,Boston Bruins,4,2.8313131313131317
2002,Marc Joannette,Boston Bruins,4,2.8313131313131317
2002,Bill McCreary,New Jersey Devils,3,2.691026574444849
2002,Marc Joannette,New Jersey Devils,3,2.691026574444849
2002,Dan O'Halloran,Boston Bruins,4,2.753216374269006
2002,Kerry Fraser,Boston Bruins,4,2.753216374269006
2002,Dan O'Halloran,New Jersey Devils,1,2.6375833951074865
2002,Kerry Fraser,New Jersey Devils,1,2.6375833951074865
2002,Don Koharski,Boston Bruins,4,2.7046643417611156
2002,Paul Devorski,Boston Bruins,4,2.7046643417611156
2002,Don Koharski,New Jersey Devils,3,2.7012715274424597
2002,Paul Devorski,New Jersey Devils,3,2.7012715274424597
2002,Dan O'Halloran,Tampa Bay Lightning,4,2.6467391304347827
2002,Don Van Massenhoven,Tampa Bay Lightning,4,2.6467391304347827
2002,Dan O'Halloran,Washington Capitals,3,2.872968242060515
2002,Don Van Massenhoven,Washington Capitals,3,2.872968242060515
2002,Kelly Sutherland,Tampa Bay Lightning,4,2.5815972222222223
2002,Kerry Fraser,Tampa Bay Lightning,4,2.5815972222222223
2002,Kelly Sutherland,Washington Capitals,6,2.817379679144385
2002,Kerry Fraser,Washington Capitals,6,2.817379679144385
2002,Bill McCreary,Tampa Bay Lightning,4,2.6569264069264067
2002,Dennis LaRue,Tampa Bay Lightning,4,2.6569264069264067
2002,Bill McCreary,Washington Capitals,3,2.9302884615384617
2002,Dennis LaRue,Washington Capitals,3,2.9302884615384617
2002,Paul Devorski,Tampa Bay Lightning,4,2.5911448450347883
2002,Tim Peel,Tampa Bay Lightning,4,2.5911448450347883
2002,Paul Devorski,Washington Capitals,1,2.802056404230317
2002,Tim Peel,Washington Capitals,1,2.802056404230317
2002,Brad Watson,Tampa Bay Lightning,4,2.7892367906066533
2002,Dave Jackson,Tampa Bay Lightning,4,2.7892367906066533
2002,Brad Watson,Washington Capitals,1,3.2038398692810457
2002,Dave Jackson,Washington Capitals,1,3.2038398692810457
2002,Paul Devorski,Tampa Bay Lightning,4,2.5433551198257085
2002,Rob Shick,Tampa Bay Lightning,4,2.5433551198257085
2002,Paul Devorski,Washington Capitals,1,2.7381270903010035
2002,Rob Shick,Washington Capitals,1,2.7381270903010035
2002,Stephane Auger,Philadelphia Flyers,4,3.0364523536165327
2002,Stephen Walkom,Philadelphia Flyers,4,3.0364523536165327
2002,Stephane Auger,Toronto Maple Leafs,5,2.8219741480611047
2002,Stephen Walkom,Toronto Maple Leafs,5,2.8219741480611047
2002,Bill McCreary,Philadelphia Flyers,4,3.0158780903665816
2002,Marc Joannette,Philadelphia Flyers,4,3.0158780903665816
2002,Bill McCreary,Toronto Maple Leafs,1,2.807877645086948
2002,Marc Joannette,Toronto Maple Leafs,1,2.807877645086948
2002,Kevin Pollock,Philadelphia Flyers,4,2.970826723074211
2002,Paul Devorski,Philadelphia Flyers,4,2.970826723074211
2002,Kevin Pollock,Toronto Maple Leafs,4,2.844042056074766
2002,Paul Devorski,Toronto Maple Leafs,4,2.844042056074766
2002,Don Koharski,Philadelphia Flyers,4,2.757866075030254
2002,Stephen Walkom,Philadelphia Flyers,4,2.757866075030254
2002,Don Koharski,Toronto Maple Leafs,2,2.8105542251111872
2002,Stephen Walkom,Toronto Maple Leafs,2,2.8105542251111872
2002,Don Koharski,Philadelphia Flyers,4,2.757866075030254
2002,Stephen Walkom,Philadelphia Flyers,4,2.757866075030254
2002,Don Koharski,Toronto Maple Leafs,1,2.8105542251111872
2002,Stephen Walkom,Toronto Maple Leafs,1,2.8105542251111872
2002,Dan Marouelli,Philadelphia Flyers,4,2.8423471732802206
2002,Paul Devorski,Philadelphia Flyers,4,2.8423471732802206
2002,Dan Marouelli,Toronto Maple Leafs,2,2.890330188679245
2002,Paul Devorski,Toronto Maple Leafs,2,2.890330188679245
2002,Dan Marouelli,Philadelphia Flyers,4,2.6353245769133617
2002,Don Koharski,Philadelphia Flyers,4,2.6353245769133617
2002,Dan Marouelli,Toronto Maple Leafs,1,2.7566276570336754
2002,Don Koharski,Toronto Maple Leafs,1,2.7566276570336754
2002,Don Koharski,Dallas Stars,4,2.6255401901469315
2002,Tim Peel,Dallas Stars,4,2.6255401901469315
2002,Don Koharski,Edmonton Oilers,2,2.7244939271255064
2002,Tim Peel,Edmonton Oilers,2,2.7244939271255064
2002,Dennis LaRue,Dallas Stars,4,2.9331797235023043
2002,Don Van Massenhoven,Dallas Stars,4,2.9331797235023043
2002,Dennis LaRue,Edmonton Oilers,1,2.6171052631578946
2002,Don Van Massenhoven,Edmonton Oilers,1,2.6171052631578946
2002,Dan Marouelli,Dallas Stars,4,2.6700680272108843
2002,Dean Warren,Dallas Stars,4,2.6700680272108843
2002,Dan Marouelli,Edmonton Oilers,3,2.754694835680751
2002,Dean Warren,Edmonton Oilers,3,2.754694835680751
2002,Brad Meier,Dallas Stars,4,2.6824137062232296
2002,Dan Marouelli,Dallas Stars,4,2.6824137062232296
2002,Brad Meier,Edmonton Oilers,1,2.7599031690140845
2002,Dan Marouelli,Edmonton Oilers,1,2.7599031690140845
2002,Brad Watson,Dallas Stars,4,2.7600877192982454
2002,Michael McGeough,Dallas Stars,4,2.7600877192982454
2002,Brad Watson,Edmonton Oilers,2,2.7691045475855605
2002,Michael McGeough,Edmonton Oilers,2,2.7691045475855605
2002,Kerry Fraser,Dallas Stars,4,2.754090909090909
2002,Kevin Pollock,Dallas Stars,4,2.754090909090909
2002,Kerry Fraser,Edmonton Oilers,2,2.4761194029850744
2002,Kevin Pollock,Edmonton Oilers,2,2.4761194029850744
2002,Brad Watson,Anaheim Ducks,4,2.7982765374069727
2002,Kevin Pollock,Anaheim Ducks,4,2.7982765374069727
2002,Brad Watson,Detroit Red Wings,1,2.7464553237025147
2002,Kevin Pollock,Detroit Red Wings,1,2.7464553237025147
2002,Eric Furlatt,Anaheim Ducks,4,2.5863289760348582
2002,Stephen Walkom,Anaheim Ducks,4,2.5863289760348582
2002,Eric Furlatt,Detroit Red Wings,2,2.9394832668631867
2002,Stephen Walkom,Detroit Red Wings,2,2.9394832668631867
2002,Brad Watson,Anaheim Ducks,4,2.6928746928746934
2002,Don Van Massenhoven,Anaheim Ducks,4,2.6928746928746934
2002,Brad Watson,Detroit Red Wings,1,2.890800561797753
2002,Don Van Massenhoven,Detroit Red Wings,1,2.890800561797753
2002,Dave Jackson,Anaheim Ducks,4,2.8203608247422682
2002,Rob Shick,Anaheim Ducks,4,2.8203608247422682
2002,Dave Jackson,Detroit Red Wings,2,3.1534883720930234
2002,Rob Shick,Detroit Red Wings,2,3.1534883720930234
2002,Michael McGeough,Colorado Avalanche,4,3.0212984723854293
2002,Paul Devorski,Colorado Avalanche,4,3.0212984723854293
2002,Michael McGeough,Minnesota Wild,4,2.532162295893122
2002,Paul Devorski,Minnesota Wild,4,2.532162295893122
2002,Dave Jackson,Colorado Avalanche,4,2.748656570591109
2002,Don Koharski,Colorado Avalanche,4,2.748656570591109
2002,Dave Jackson,Minnesota Wild,2,2.540898617511521
2002,Don Koharski,Minnesota Wild,2,2.540898617511521
2002,Rob Shick,Colorado Avalanche,4,2.9217948717948716
2002,Stephen Walkom,Colorado Avalanche,4,2.9217948717948716
